cuentaId;fecha;transaccion;monto;descripcion
108;2024-12-17;deposito;1000.0;Retiro parcial
108;2024-04-17;retiro;1500.0;Ingreso extra
102;2024-01-14;compra;1500.0;Retiro parcial
105;2024-03-07;deposito;1000.0;Ingreso extra
107;2024-12-14;compra;1500.0;Retiro parcial
104;2024-08-12;deposito;1000.0;Ingreso mensual
106;2024-11-22;deposito;2500.0;Compra en tienda
117;2024-06-13;retiro;1500.0;Ingreso extra
116;2024-11-13;compra;1500.0;Ingreso extra
114;2024-12-05;retiro;1500.0;Compra en tienda
109;2024-05-15;deposito;2500.0;Retiro parcial
111;2024-07-21;retiro;1500.0;Ingreso mensual
106;2024-10-12;compra;1500.0;Ingreso navideño
119;2024-09-20;compra;2500.0;Retiro parcial
111;2024-09-26;retiro;1000.0;Ingreso mensual
107;2024-03-19;compra;1000.0;Ingreso extra
101;2024-08-04;compra;2000.0;Compra en tienda
111;2024-05-01;deposito;1500.0;Ingreso extra
104;2024-05-23;compra;3000.0;Ingreso navideño
115;2024-11-29;deposito;1000.0;Ingreso extra
111;2024-02-09;retiro;3000.0;Ingreso extra
102;2024-11-14;compra;1500.0;Retiro parcial
116;2024-04-06;deposito;3000.0;Ingreso mensual
116;2024-02-14;deposito;1000.0;Ingreso extra
114;2024-05-20;retiro;1000.0;Ingreso navideño
117;2024-07-11;compra;2500.0;Ingreso extra
111;2024-06-08;retiro;3000.0;Ingreso extra
119;2024-07-16;deposito;2500.0;Ingreso navideño
116;2024-02-01;retiro;3000.0;Ingreso navideño
106;2024-03-12;compra;3000.0;Ingreso extra
119;2024-09-23;compra;2000.0;Retiro parcial
118;2024-03-03;retiro;1500.0;Ingreso mensual
106;2024-07-01;compra;3000.0;Ingreso mensual
116;2024-10-29;compra;3000.0;Retiro parcial
101;2024-07-20;retiro;2000.0;Compra en tienda
102;2024-07-20;compra;1500.0;Ingreso mensual
108;2024-04-16;compra;3000.0;Compra en tienda
107;2024-10-10;deposito;2000.0;Ingreso mensual
106;2024-06-17;deposito;2000.0;Ingreso navideño
101;2024-11-23;compra;1500.0;Compra en tienda
107;2024-05-05;compra;3000.0;Ingreso mensual
115;2024-08-12;retiro;2000.0;Ingreso extra
112;2024-08-24;deposito;3000.0;Retiro parcial
107;2024-02-14;compra;1500.0;Retiro parcial
110;2024-05-30;compra;2500.0;Ingreso mensual
112;2024-03-20;deposito;3000.0;Retiro parcial
114;2024-07-26;compra;2000.0;Ingreso navideño
105;2024-02-15;deposito;1000.0;Ingreso extra
106;2024-03-18;deposito;1500.0;Ingreso mensual
104;2024-03-16;compra;2000.0;Compra en tienda
113;2024-08-16;compra;2000.0;Ingreso navideño
112;2024-01-09;compra;5000.0;Ingreso extra
105;2024-02-18;retiro;3000.0;Retiro parcial
102;2024-12-06;deposito;2500.0;Retiro parcial
120;2024-03-21;deposito;2500.0;Ingreso navideño
114;2024-06-06;retiro;2000.0;Ingreso extra
107;2024-12-16;compra;3000.0;Compra en tienda
116;2024-06-12;deposito;1500.0;Ingreso mensual
115;2024-09-27;deposito;2500.0;Ingreso navideño
104;2024-05-30;retiro;2500.0;Compra en tienda
118;2024-05-22;retiro;1000.0;Ingreso extra
119;2024-08-06;deposito;1000.0;Retiro parcial
103;2024-10-03;compra;1500.0;Ingreso navideño
109;2024-08-05;compra;3000.0;Ingreso navideño
107;2024-01-02;retiro;2000.0;Ingreso extra
119;2024-09-09;deposito;2000.0;Ingreso navideño
109;2024-04-03;compra;1500.0;Ingreso extra
117;2024-03-11;deposito;2500.0;Retiro parcial
105;2024-02-21;compra;1000.0;Ingreso extra
108;2024-12-20;retiro;2000.0;Retiro parcial
119;2024-06-25;compra;2500.0;Ingreso extra
108;2024-01-27;retiro;2000.0;Ingreso extra
107;2024-05-11;retiro;3000.0;Compra en tienda
104;2024-01-18;retiro;5000.0;Ingreso extra
114;2024-02-15;deposito;3000.0;Ingreso mensual
104;2024-09-19;deposito;2500.0;Compra en tienda
108;2024-11-19;retiro;2000.0;Ingreso navideño
109;2024-02-07;compra;2000.0;Compra en tienda
111;2024-04-29;deposito;5000.0;Ingreso mensual
117;2024-11-25;retiro;3000.0;Ingreso navideño
112;2024-11-06;deposito;2000.0;Retiro parcial
101;2024-04-22;compra;2500.0;Ingreso mensual
107;2024-06-16;retiro;2500.0;Ingreso mensual
118;2024-10-23;retiro;1500.0;Compra en tienda
106;2024-10-28;retiro;2500.0;Ingreso navideño
112;2024-02-26;deposito;3000.0;Ingreso mensual
119;2024-04-30;compra;2500.0;Ingreso navideño
120;2024-05-01;compra;3000.0;Retiro parcial
119;2024-10-26;compra;2000.0;Retiro parcial
113;2024-11-21;retiro;1000.0;Compra en tienda
104;2024-08-25;deposito;1500.0;Retiro parcial
117;2024-04-20;deposito;1000.0;Retiro parcial
110;2024-07-08;deposito;1500.0;Ingreso navideño
106;2024-06-08;compra;2500.0;Ingreso navideño
113;2024-05-09;compra;2500.0;Ingreso mensual
104;2024-11-17;retiro;2000.0;Ingreso navideño
108;2024-09-22;deposito;1000.0;Compra en tienda
117;2024-02-01;deposito;1500.0;Ingreso mensual
116;2024-10-07;retiro;2000.0;Compra en tienda
112;2024-11-09;deposito;1000.0;Compra en tienda
101;2024-01-25;deposito;1000.0;Ingreso extra
119;2024-05-26;compra;1000.0;Compra en tienda
112;2024-02-12;retiro;2000.0;Ingreso navideño
114;2024-11-13;compra;2500.0;Ingreso extra
107;2024-05-13;compra;1000.0;Ingreso navideño
108;2024-09-25;deposito;1500.0;Ingreso extra
114;2024-08-31;deposito;3000.0;Ingreso mensual
114;2024-04-02;retiro;2000.0;Ingreso mensual
118;2024-08-17;deposito;3000.0;Ingreso mensual
112;2024-10-01;deposito;1000.0;Retiro parcial
107;2024-04-21;deposito;1000.0;Retiro parcial
118;2024-12-04;retiro;1000.0;Ingreso extra
120;2024-06-05;compra;1000.0;Retiro parcial
105;2024-01-04;retiro;1000.0;Ingreso navideño
118;2024-04-03;deposito;3000.0;Compra en tienda
108;2024-06-13;compra;1000.0;Retiro parcial
109;2024-11-09;compra;3000.0;Ingreso mensual
118;2024-11-11;compra;3000.0;Ingreso navideño
109;2024-01-27;deposito;1000.0;Compra en tienda
115;2024-02-14;deposito;1000.0;Compra en tienda
110;2024-11-13;compra;2500.0;Retiro parcial
103;2024-06-20;retiro;3000.0;Ingreso mensual
104;2024-10-20;compra;1500.0;Ingreso mensual
119;2024-02-07;compra;3000.0;Ingreso navideño
104;2024-01-08;deposito;2500.0;Ingreso navideño
105;2024-09-12;deposito;2500.0;Retiro parcial
101;2024-01-01;deposito;1000.0;Ingreso mensual
102;2024-05-22;deposito;1500.0;Ingreso mensual
105;2024-10-01;deposito;2500.0;Ingreso extra
106;2024-11-20;deposito;3000.0;Ingreso mensual
108;2024-12-31;deposito;2000.0;Ingreso de fin de año
101;2024-01-01;deposito;1000.0;Ingreso mensual
102;2024-05-22;deposito;1500.0;Ingreso mensual
103;2024-07-10;deposito;2000.0;Ingreso mensual
105;2024-10-01;deposito;2500.0;Ingreso extra
106;2024-11-20;deposito;3000.0;Ingreso mensual
108;2024-12-31;deposito;2000.0;Ingreso de fin de año
