id;fecha;monto;tipo
240;2024-06-17;3000;debito
241;2024-03-07;1000;credito
242;2024-07-24;;credito
243;2024-10-17;800;debito
244;2024-07-23;3000;desconocido
245;2024-06-02;800;credito
246;2024-02-10;1200;debito
247;2024-05-13;;debito
248;2024-12-10;;invalid
249;2024-06-19;1200;invalid
250;2024-02-09;1200;debito
251;2024-07-14;-200;debito
252;2024-05-25;700;debito
253;2024-09-02;;invalid
254;2024-10-26;1200;invalid
255;2024-07-02;-100;credito
256;2024-04-22;1500;credito
257;2024-11-26;1000;credito
258;2024-01-06;;credito
259;2024-05-04;;credito
260;2024-03-23;3000;desconocido
261;2024-06-26;500;debito
262;2024-09-02;;debito
263;2024-07-02;3000;invalid
264;2024-13-01;1500;invalid
265;2024-12-16;3000;debito
266;2024-11-02;-200;invalid
267;2024-04-06;;invalid
268;2024-05-24;800;credito
269;2024-07-27;1200;desconocido
270;2024-13-01;1200;invalid
271;2024-03-18;;desconocido
272;2024-09-04;3000;invalid
273;2024-04-26;1000;invalid
274;2024-01-21;1500;credito
275;2024-08-09;700;credito
276;2024-10-16;700;debito
277;2024-08-12;-100;credito
278;2024-05-25;-200;debito
279;2024-02-24;800;invalid
280;2024-07-27;1200;credito
281;2024-07-08;800;credito
282;2024-08-08;;debito
283;2024-08-08;0;debito
284;2024-07-25;1500;credito
285;2024-12-13;1500;desconocido
286;2024-09-27;800;credito
287;2024-11-17;800;debito
288;2024-09-03;-200;debito
289;2024-08-14;3000;debito
290;2024-06-15;1500;debito
291;2024-04-17;1000;invalid
292;2024-09-20;1000;credito
293;2024-10-18;1500;invalid
294;2024-07-01;700;desconocido
295;2024-06-12;;invalid
296;2024-12-09;;debito
297;2024-08-19;1000;desconocido
298;2024-13-01;700;debito
299;2024-10-10;700;invalid
300;2024-03-28;1500;invalid
301;2024-10-03;1500;credito
302;2024-10-16;;debito
303;2024-10-19;3000;credito
304;2024-03-03;1000;invalid
305;2024-10-18;700;invalid
306;2024-07-08;;invalid
307;2024-01-02;;credito
308;2024-13-01;;invalid
309;2024-03-23;1000;debito
310;2024-12-14;1000;invalid
311;2024-13-01;1000;credito
312;2024-06-24;1200;desconocido
313;2024-10-16;-200;invalid
314;2024-03-22;-200;invalid
315;2024-13-01;1200;debito
316;2024-04-01;;credito
317;2024-01-19;800;invalid
318;2024-06-04;1500;invalid
319;2024-05-08;-200;invalid
320;2024-02-29;700;invalid
321;2024-03-30;-200;debito
322;2024-01-28;;invalid
323;2024-07-27;700;credito
324;2024-09-23;800;invalid
325;2024-03-22;700;debito
326;2024-12-15;1200;invalid
327;2024-04-30;-200;desconocido
328;2024-11-10;1000;debito
329;2024-05-02;700;invalid
330;2024-12-04;;credito
331;2024-11-13;700;debito
332;2024-10-16;-200;credito
333;2024-02-22;;debito
334;2024-08-16;3000;debito
335;2024-08-17;1000;debito
336;2024-03-14;800;invalid
337;2024-10-08;3000;debito
338;2024-06-19;800;invalid
339;2024-06-06;;invalid
340;2024-03-05;-200;debito
341;2024-01-28;-200;invalid
342;2024-07-08;;debito
343;2024-01-08;3000;invalid
344;2024-10-21;700;credito
345;2024-11-19;700;invalid
346;2024-10-12;1500;invalid
347;2024-05-20;3000;invalid
348;2024-07-13;1500;credito
349;2024-03-31;800;credito
350;2024-02-02;1200;debito
351;2024-08-31;1200;debito
352;2024-02-02;-200;invalid
353;2024-04-18;;credito
354;2024-01-10;;debito
355;2024-03-15;800;credito
356;2024-12-17;-200;debito
357;2024-13-01;1000;credito
358;2024-10-10;;invalid
359;2024-08-04;;debito
360;2024-04-23;700;invalid
361;2024-05-08;;invalid
362;2024-11-06;1500;debito
363;2024-01-09;1000;invalid
364;2024-09-04;700;debito
365;2024-10-01;1200;credito
366;2024-07-22;700;debito
367;2024-03-14;1500;debito
368;2024-07-26;800;debito
369;2024-09-29;800;desconocido
370;2024-10-02;3000;debito
371;2024-12-10;1000;debito
372;2024-08-20;1200;debito
373;2024-09-30;800;debito
374;2024-07-25;800;desconocido
375;2024-12-02;1000;credito
376;2024-07-09;1200;credito
377;2024-05-25;;credito
378;2024-05-19;800;credito
379;2024-03-09;1000;invalid
380;2024-12-26;1200;debito
381;2024-06-25;;credito
382;2024-07-04;500;invalid
383;2024-01-26;800;invalid
384;2024-05-30;700;invalid
385;2024-07-27;1500;invalid
386;2024-01-01;-200;desconocido
387;2024-07-10;3000;invalid
388;2024-09-14;;debito
389;2024-11-19;;credito
390;2024-12-20;1200;credito
391;2024-09-09;500;credito
392;2024-04-10;1000;debito
393;2024-13-01;800;credito
394;2024-03-14;1500;credito
395;2024-07-09;-200;debito
396;2024-05-23;;debito
397;2024-02-16;700;debito
398;2024-05-09;1000;invalid
399;2024-06-01;1500;credito
400;2024-07-03;1000;debito
401;2024-12-12;700;debito
402;2024-07-16;;credito
403;2024-06-29;500;credito
404;2024-10-13;;credito
405;2024-08-03;1500;credito
406;2024-03-24;700;desconocido
407;2024-09-21;-200;desconocido
408;2024-12-30;-200;debito
409;2024-01-22;800;debito
410;2024-11-23;1500;invalid
411;2024-12-12;-200;debito
412;2024-12-06;1000;invalid
413;2024-10-21;1500;invalid
414;2024-08-07;;debito
415;2024-06-29;;credito
416;2024-11-17;;desconocido
417;2024-06-19;;debito
418;2024-12-28;;credito
419;2024-01-19;800;credito
420;2024-05-30;1000;credito
421;2024-09-09;-200;credito
422;2024-09-09;-200;credito
423;2024-08-28;800;invalid
424;2024-11-12;700;credito
425;2024-01-09;1200;invalid
426;2024-08-28;800;credito
427;2024-12-27;;invalid
428;2024-08-09;700;debito
429;2024-09-27;;invalid
430;2024-05-07;1000;invalid
431;2024-05-04;-200;desconocido
432;2024-06-30;1000;debito
433;2024-11-18;1500;invalid
434;2024-05-03;1500;desconocido
435;2024-11-20;;credito
436;2024-08-21;-100;debito
437;2024-02-28;;credito
438;2024-10-18;1500;invalid
439;2024-03-15;1200;credito
440;2024-07-28;;invalid
441;2024-12-04;1000;debito
442;2024-08-06;1200;debito
443;2024-05-11;;credito
444;2024-04-19;1200;desconocido
445;2024-13-01;1200;debito
446;2024-07-11;700;invalid
447;2024-02-08;1000;credito
448;2024-06-08;;debito
449;2024-05-19;-200;credito
450;2024-03-07;1500;debito
451;2024-07-02;700;invalid
452;2024-05-31;700;credito
453;2024-13-01;800;invalid
454;2024-10-23;-200;debito
455;2024-02-29;800;invalid
456;2024-10-18;1200;invalid
457;2024-03-26;1200;credito
458;2024-10-02;-100;debito
459;2024-01-31;1000;credito
460;2024-08-21;0;invalid
461;2024-13-01;700;invalid
462;2024-13-01;1500;invalid
463;2024-04-01;-100;debito
464;2024-07-24;1000;debito
465;2024-03-04;700;credito
466;2024-11-30;;credito
467;2024-04-30;1500;credito
468;2024-03-17;-200;debito
469;2024-12-03;1000;invalid
470;2024-09-19;;debito
471;2024-12-04;1000;desconocido
472;2024-13-01;;invalid
473;2024-08-15;700;invalid
474;2024-13-01;1200;invalid
475;2024-12-28;0;invalid
476;2024-07-06;;invalid
477;2024-07-09;800;credito
478;2024-07-06;0;credito
479;2024-12-07;;invalid
480;2024-06-09;700;debito
481;2024-09-15;-100;credito
482;2024-02-04;800;invalid
483;2024-11-07;1000;credito
484;2024-04-15;700;credito
485;2024-11-17;1000;desconocido
486;2024-09-17;800;invalid
487;2024-01-04;800;credito
488;2024-12-11;;debito
489;2024-11-15;3000;debito
490;2024-07-26;700;invalid
491;2024-03-31;;credito
492;2024-11-07;-200;invalid
493;2024-08-29;0;invalid
494;2024-11-26;-200;debito
495;2024-11-18;1500;credito
496;2024-09-14;;invalid
497;2024-04-20;-200;desconocido
498;2024-13-01;1500;invalid
499;2024-05-16;1200;credito
500;2024-04-24;;invalid
501;2024-03-24;;credito
502;2024-02-10;-100;credito
503;2024-02-14;1500;invalid
504;2024-09-16;500;credito
505;2024-07-08;1000;debito
506;2024-06-10;-200;invalid
507;2024-04-05;0;invalid
508;2024-11-06;700;credito
509;2024-10-31;500;debito
510;2024-02-21;3000;credito
511;2024-02-22;-200;invalid
512;2024-08-14;700;credito
513;2024-01-10;3000;desconocido
514;2024-10-20;-200;invalid
515;2024-07-14;700;debito
516;2024-08-21;-200;desconocido
517;2024-04-17;;debito
518;2024-03-02;;invalid
519;2024-08-24;-200;invalid
520;2024-09-02;1200;debito
521;2024-10-01;1500;credito
522;2024-06-12;1500;invalid
523;2024-02-03;1000;invalid
524;2024-11-12;1200;invalid
525;2024-13-01;700;invalid
526;2024-03-26;700;invalid
527;2024-05-17;1200;credito
528;2024-06-13;3000;invalid
529;2024-11-08;-100;credito
530;2024-07-10;700;invalid
531;2024-01-07;700;credito
532;2024-10-15;3000;credito
533;2024-11-18;1500;credito
534;2024-05-15;3000;invalid
535;2024-10-19;1000;desconocido
536;2024-09-30;700;credito
537;2024-08-25;;credito
538;2024-08-22;-200;credito
539;2024-08-26;1500;debito
540;2024-04-18;800;credito
541;2024-06-22;3000;debito
542;2024-01-07;;debito
543;2024-13-01;1500;invalid
544;2024-10-04;800;debito
545;2024-11-23;1000;debito
546;2024-04-26;1200;debito
547;2024-09-25;1200;credito
548;2024-08-17;1500;debito
549;2024-11-05;;credito
550;2024-05-25;800;debito
551;2024-03-11;;credito
552;2024-06-01;800;invalid
553;2024-10-16;1500;debito
554;2024-06-29;1200;credito
555;2024-05-29;700;credito
556;2024-06-16;-200;credito
557;2024-09-06;;debito
558;2024-10-21;700;invalid
559;2024-12-26;-200;desconocido
560;2024-13-01;-200;credito
561;2024-01-05;1500;invalid
562;2024-01-19;800;credito
563;2024-08-17;1200;debito
564;2024-07-06;800;credito
565;2024-11-11;;invalid
566;2024-07-12;1200;debito
567;2024-01-15;700;credito
568;2024-03-11;1200;debito
569;2024-06-05;1200;desconocido
570;2024-03-20;1200;desconocido
571;2024-06-12;1200;debito
572;2024-11-05;3000;credito
573;2024-06-29;1200;credito
574;2024-10-18;3000;debito
575;2024-01-06;3000;debito
576;2024-04-11;1000;invalid
577;2024-02-17;800;debito
578;2024-12-05;-200;invalid
579;2024-05-01;;invalid
580;2024-11-28;700;invalid
581;2024-01-21;3000;debito
582;2024-03-20;1500;invalid
583;2024-02-22;3000;invalid
584;2024-01-09;700;invalid
585;2024-11-17;1200;debito
586;2024-01-31;-200;credito
587;2024-07-10;1200;credito
588;2024-11-22;1200;debito
589;2024-12-30;800;debito
590;2024-10-05;1500;credito
591;2024-08-10;3000;credito
592;2024-04-14;1500;credito
593;2024-03-05;1200;credito
594;2024-12-17;;debito
595;2024-13-01;1000;debito
596;2024-09-27;700;invalid
597;2024-01-30;500;credito
598;2024-04-06;;credito
599;2024-13-01;700;debito
600;2024-02-09;1500;invalid
601;2024-11-16;1200;invalid
602;2024-06-29;-200;credito
603;2024-13-01;-200;credito
604;2024-05-15;1000;credito
605;2024-07-30;;invalid
606;2024-05-16;1000;desconocido
607;2024-10-02;700;debito
608;2024-05-27;1000;debito
609;2024-11-14;3000;credito
610;2024-13-01;;debito
611;2024-11-24;;debito
612;2024-01-15;500;credito
613;2024-11-17;700;debito
614;2024-01-05;;debito
615;2024-11-25;1500;invalid
616;2024-08-03;500;invalid
617;2024-09-17;-200;invalid
618;2024-06-15;-100;credito
619;2024-09-30;1000;credito
620;2024-01-13;1000;credito
621;2024-03-23;1200;debito
622;2024-07-08;700;invalid
623;2024-03-01;800;debito
624;2024-04-04;3000;credito
625;2024-05-15;;debito
626;2024-04-12;;invalid
627;2024-12-29;700;credito
628;2024-06-28;;invalid
629;2024-12-26;-200;invalid
630;2024-10-20;1500;desconocido
631;2024-09-16;1500;credito
632;2024-02-11;800;invalid
633;2024-10-27;1500;debito
634;2024-06-15;1500;debito
635;2024-13-01;1500;credito
636;2024-08-07;1500;credito
637;2024-07-01;700;desconocido
638;2024-11-20;-200;invalid
639;2024-09-26;-200;credito
640;2024-10-09;3000;debito
641;2024-11-29;1200;debito
642;2024-03-14;700;credito
643;2024-06-27;;invalid
644;2024-05-18;;invalid
645;2024-08-26;;invalid
646;2024-07-20;700;credito
647;2024-08-09;1000;debito
648;2024-02-21;700;invalid
649;2024-04-16;-200;debito
650;2024-10-31;3000;credito
651;2024-13-01;;invalid
652;2024-04-28;-200;debito
653;2024-08-29;1500;debito
654;2024-04-16;800;debito
655;2024-01-14;-200;credito
656;2024-10-21;700;debito
657;2024-04-30;1000;invalid
658;2024-10-14;1200;invalid
659;2024-01-26;1000;credito
660;2024-07-17;-200;invalid
661;2024-06-27;1200;debito
662;2024-03-07;700;credito
663;2024-02-25;;invalid
664;2024-02-17;800;desconocido
665;2024-04-13;800;invalid
666;2024-04-25;;debito
667;2024-07-14;700;credito
668;2024-02-21;;credito
669;2024-10-16;1500;debito
670;2024-12-07;1200;credito
671;2024-05-17;800;desconocido
672;2024-13-01;-200;credito
673;2024-04-30;-200;credito
674;2024-10-08;3000;desconocido
675;2024-11-10;700;invalid
676;2024-08-07;;debito
677;2024-09-02;700;invalid
678;2024-08-26;800;invalid
679;2024-04-19;;credito
680;2024-13-01;1500;debito
681;2024-13-01;1000;credito
682;2024-01-22;700;credito
683;2024-03-03;500;credito
684;2024-11-04;;credito
685;2024-12-20;1000;desconocido
686;2024-11-01;0;invalid
687;2024-12-12;;debito
688;2024-08-17;1000;desconocido
689;2024-06-22;1000;debito
690;2024-01-27;-200;debito
691;2024-02-09;800;debito
692;2024-09-15;;credito
693;2024-02-13;;credito
694;2024-04-06;1000;credito
695;2024-10-20;-200;invalid
696;2024-05-11;700;invalid
697;2024-02-01;800;invalid
698;2024-09-29;700;invalid
699;2024-12-10;800;desconocido
700;2024-04-30;1000;debito
701;2024-02-01;3000;desconocido
702;2024-13-01;;debito
703;2024-05-05;1500;invalid
704;2024-02-19;800;invalid
705;2024-10-16;700;credito
706;2024-03-20;1000;credito
707;2024-01-14;800;debito
708;2024-06-14;700;credito
709;2024-05-01;1500;invalid
710;2024-10-24;700;debito
711;2024-12-06;;invalid
712;2024-09-11;;debito
713;2024-07-12;;invalid
714;2024-06-21;700;invalid
715;2024-07-07;700;invalid
716;2024-13-01;-200;debito
717;2024-03-22;1200;desconocido
718;2024-08-25;700;invalid
719;2024-09-04;1000;invalid
720;2024-11-27;1500;desconocido
721;2024-05-25;;debito
722;2024-13-01;1200;credito
723;2024-04-03;-200;debito
724;2024-13-01;1200;debito
725;2024-02-06;1000;desconocido
726;2024-10-10;1500;credito
727;2024-01-12;1000;debito
728;2024-12-09;1500;invalid
729;2024-04-06;0;credito
730;2024-03-18;800;debito
731;2024-09-04;;credito
732;2024-11-11;1000;credito
733;2024-03-18;1000;desconocido
734;2024-04-13;1500;credito
735;2024-09-23;1000;debito
736;2024-05-11;1500;desconocido
737;2024-03-17;800;invalid
738;2024-06-30;3000;invalid
739;2024-03-20;3000;invalid
740;2024-06-08;700;debito
741;2024-13-01;1200;credito
742;2024-05-14;3000;invalid
743;2024-01-15;700;debito
744;2024-02-24;800;debito
745;2024-12-23;;invalid
746;2024-06-08;1500;invalid
747;2024-03-31;1000;credito
748;2024-10-06;800;credito
749;2024-06-20;1200;invalid
750;2024-03-03;-200;debito
751;2024-11-13;3000;invalid
752;2024-05-02;;invalid
753;2024-10-13;3000;debito
754;2024-09-01;1500;debito
755;2024-13-01;1200;invalid
756;2024-07-15;800;debito
757;2024-10-11;1000;credito
758;2024-06-14;1200;invalid
759;2024-03-31;1500;debito
760;2024-07-28;800;debito
761;2024-06-10;3000;debito
762;2024-08-15;1500;debito
763;2024-07-23;3000;invalid
764;2024-11-09;1000;credito
765;2024-06-26;;credito
766;2024-04-11;1200;credito
767;2024-01-22;1500;credito
768;2024-12-25;700;invalid
769;2024-11-25;-200;invalid
770;2024-08-27;1500;credito
771;2024-12-24;;debito
772;2024-09-05;1500;invalid
773;2024-03-19;;debito
774;2024-04-08;1000;credito
775;2024-04-06;-200;invalid
776;2024-07-13;800;credito
777;2024-01-25;3000;credito
778;2024-08-11;800;debito
779;2024-03-31;-200;debito
780;2024-02-16;1200;desconocido
781;2024-01-12;700;invalid
782;2024-11-18;;credito
783;2024-02-28;1000;credito
784;2024-08-09;;credito
785;2024-05-07;;debito
786;2024-08-25;;invalid
787;2024-05-19;1000;credito
788;2024-10-31;;debito
789;2024-05-27;1000;credito
790;2024-11-11;1000;credito
791;2024-06-28;-200;credito
792;2024-07-08;-200;invalid
793;2024-12-04;1200;desconocido
794;2024-12-30;;credito
795;2024-11-29;800;debito
796;2024-01-16;-200;invalid
797;2024-09-08;800;debito
798;2024-12-07;1000;debito
799;2024-13-01;3000;debito
800;2024-01-27;-100;invalid
801;2024-01-14;;invalid
802;2024-02-29;1200;credito
803;2024-02-12;1200;desconocido
804;2024-07-11;-200;invalid
805;2024-10-17;;debito
806;2024-01-14;-200;invalid
807;2024-12-01;700;debito
808;2024-01-04;-200;debito
809;2024-01-18;-200;invalid
810;2024-10-13;;credito
811;2024-07-24;1200;debito
812;2024-05-20;;invalid
813;2024-03-17;1200;invalid
814;2024-10-22;700;credito
815;2024-11-19;;debito
816;2024-01-28;;invalid
817;2024-07-10;3000;invalid
818;2024-06-19;-100;debito
819;2024-06-13;700;invalid
820;2024-08-12;3000;credito
821;2024-04-07;;debito
822;2024-09-18;1200;credito
823;2024-01-28;-200;debito
824;2024-04-16;3000;credito
825;2024-05-14;700;invalid
826;2024-10-15;500;debito
827;2024-02-06;-200;debito
828;2024-05-23;1500;invalid
829;2024-13-01;3000;debito
830;2024-10-10;3000;debito
831;2024-08-03;1000;debito
832;2024-06-26;700;debito
833;2024-05-16;700;debito
834;2024-02-02;3000;credito
835;2024-13-01;1500;credito
836;2024-06-08;1500;credito
837;2024-07-10;1200;invalid
838;2024-13-01;;credito
839;2024-04-23;-200;credito
840;2024-08-12;800;debito
841;2024-08-15;0;invalid
842;2024-10-30;1500;credito
843;2024-03-12;1500;credito
844;2024-11-23;-200;debito
845;2024-08-31;1500;invalid
846;2024-08-30;;credito
847;2024-10-14;1000;debito
848;2024-06-07;1200;credito
849;2024-05-01;-200;debito
850;2024-12-20;3000;credito
851;2024-03-23;;credito
852;2024-13-01;1000;invalid
853;2024-07-03;700;desconocido
854;2024-06-27;500;debito
855;2024-08-20;-200;credito
856;2024-07-22;-200;credito
857;2024-10-29;800;debito
858;2024-11-12;;credito
859;2024-04-08;3000;debito
860;2024-02-08;-200;invalid
861;2024-09-13;-200;debito
862;2024-07-24;;debito
863;2024-13-01;-200;invalid
864;2024-10-31;0;credito
865;2024-05-29;-200;credito
866;2024-02-08;800;debito
867;2024-03-12;-200;invalid
868;2024-11-20;;invalid
869;2024-09-26;3000;credito
870;2024-06-23;1200;desconocido
871;2024-07-27;3000;debito
872;2024-04-01;-200;debito
873;2024-12-23;;credito
874;2024-12-20;-200;invalid
875;2024-09-01;;invalid
876;2024-06-27;700;credito
877;2024-03-19;;credito
878;2024-01-08;;invalid
879;2024-07-05;;debito
880;2024-01-14;800;credito
881;2024-11-06;-100;invalid
882;2024-07-08;;credito
883;2024-04-03;-200;invalid
884;2024-01-08;800;credito
885;2024-05-29;1000;debito
886;2024-12-27;1200;debito
887;2024-02-19;3000;credito
888;2024-12-25;;debito
889;2024-10-10;1500;debito
890;2024-02-29;3000;debito
891;2024-12-24;3000;invalid
892;2024-06-05;500;debito
893;2024-11-06;1000;invalid
894;2024-10-30;;credito
895;2024-11-04;1500;credito
896;2024-13-01;1500;debito
897;2024-05-04;3000;credito
898;2024-12-12;500;debito
899;2024-12-14;1500;credito
900;2024-01-19;1000;debito
901;2024-06-22;-200;invalid
902;2024-01-30;1200;invalid
903;2024-10-29;1500;debito
904;2024-05-28;700;debito
905;2024-02-11;1000;debito
906;2024-01-19;;invalid
907;2024-05-29;1200;debito
908;2024-02-27;700;debito
909;2024-13-01;800;credito
910;2024-08-08;3000;invalid
911;2024-09-29;700;debito
912;2024-10-10;1000;debito
913;2024-04-06;500;invalid
914;2024-07-09;700;credito
915;2024-01-21;-200;invalid
916;2024-12-24;700;invalid
917;2024-13-01;800;credito
918;2024-01-22;-200;invalid
919;2024-05-31;1500;credito
920;2024-05-30;800;debito
921;2024-09-24;;credito
922;2024-04-29;1200;debito
923;2024-12-20;;desconocido
924;2024-10-30;;debito
925;2024-11-04;;credito
926;2024-01-23;700;invalid
927;2024-13-01;;credito
928;2024-04-14;1500;invalid
929;2024-07-06;800;debito
930;2024-01-17;800;credito
931;2024-12-08;;debito
932;2024-11-22;1500;debito
933;2024-08-01;-200;invalid
934;2024-08-02;;credito
935;2024-08-26;1000;invalid
936;2024-06-11;1500;credito
937;2024-03-07;500;debito
938;2024-10-08;800;invalid
939;2024-04-20;-200;debito
940;2024-12-09;1000;credito
941;2024-01-14;;invalid
942;2024-03-15;1500;credito
